PMID,Journal,Year,Animal,Disease,Type,Acupoints,Mechanism,Site
28848607,Stem Cells Int,2017,mouse,Traumatic brain injury,EA,"ST36,GV40",TLR4 signaling pathway inhibition,ST36
28689186,Acupunct Med,2017,rat,Hyperglycaemia,EA,"ST36,  SP6",Unknown,ST36
28713979,Int J Mol Med,2017,rat,Stroke,EA,"LI11,ST36",Enhancing cerebral glucose metabolism and promoting AMPKα phosphorylation,ST36
28744378,Neural Plast,2017,rat,Spinal cord injury,EA,"GV9,GV6,GV2,GV1,ST36",Augmenting NT-3 expression in the lumbar spinal cord,ST36
28672900,Exp Ther Med,2017,rat,Pain-depression dyad,EA,"ST36,SP6",5-HT in the dorsal raphe nucleus,ST36
28831054,Sci Rep,2017,rat,Neurodegenerative diseases,EA,"ST36,LI4",M1- and M2-muscarinic receptor modulation,ST36
28825338,Mol Pain,2017,rat,Postoperative hyperalgesia,EA,ST36,Spinal glial activation and MAPK signaling inhibition,ST36
28806763,PLoS One,2017,mouse,Obesity,EA,"ST36, ST44",Genome-wide gene expression regulation,ST36
28810542,Exp Ther Med,2017,rat,focal cerebral ischemia,EA,"ST36, LI11",Nogo-A/NgR/RhoA/ROCK signaling inhibition,ST36
26962713,Anesth Analg,2016,rat,Neuropathic pain,EA,"ST36,GB34",Activation of spinal noradrenergic systems and α2-adrenoceptors,ST36
26904147,Evid Based Complement Alternat Med,2016,rat,Obesity,EA,"ST36,ST44","Increased leptin receptor and STAT3, decreased PPARγ expression",ST36
27179524,Lung,2016,rat,Smoke exposed lung damage,EA,ST36,"Modulation of PPARγ and Wnt signaling, HPA axis modulation, increased plasma β-endorphin",ST36
26906464,Sci Rep,2016,mouse,Inflammatory pain,EA,"ST36,ST37",TRPV1 and associated signaling pathways modulation,ST36
26941824,Evid Based Complement Alternat Med,2016,rat,Rheumatoid arthritis,EA,"ST36,SP6","Increased adenosine concentration, modulation of CD73 and ADA expression",ST36
27127487,Neural Regen Res,2016,rat,Myasthenia gravis,MA,"LI10,ST36,BL20,BL23",Increased acetylcholine receptor expression at neuromuscular junction,ST36
27079226,J Acupunct Meridian Stud,2016,rat,Obesity,EA,"ST36,LI11","Reduced neuroprotein Y/agouti-related protein and protein tyrosine phosphatase 1B expression, improved insulin resistance",ST36
26991319,PLoS One,2016,mouse,Inflammation,MA,ST36,Vagal modulation of inflammatory responses,ST36
27026488,Neurosci Lett,2016,rat,Neuropathic pain,EA,"ST36,SP6","Upregulation of glutamate transporters (GLAST, GLT-1)",ST36
26896072,J Acupunct Meridian Stud,2016,rat,Pain,"MA,EA","ST36,KI1,BL67",Reduced c-fos expression in the brain,ST36
25847774,Chin J Integr Med,2016,rat,Neuropathic pain,EA,"ST36,BL60",Microglial activation attenuation mediated by p38 MAPK,ST36
27032900,J Appl Physiol (1985),2016,rat,OT-induced cardiac disease,EA,"ST36,PC6","Inhibition of fibrosis, autophagy, and apoptosis",ST36
27068709,Behav Brain Funct,2016,rat,Neuropathic pain,EA,"ST36,GB34",Hippocampal M1 mAChR and β2 nAChR protein modulation,ST36
26979777,Life Sci,2016,rat,Stroke,EA,"LI11,ST36","Inhibition of microglia-mediated neuroinflammation (NF-κB p65, p38 MAPK, MyD88)",ST36
26780954,Mol Med Rep,2016,rat,Stroke,EA,"LI4,TE5,GB34,ST36",Activation of the GABAB/cAMP/PKA/CREB signal transduction pathway,ST36
26896070,J Acupunct Meridian Stud,2016,rat,Addiction,MA,ST36,"Inhibition of hypothalamic NEergic system hyperactivation, HPA axis modulation",ST36
26619891,Acupunct Med,2016,rat,Obesity,EA,"ST36,ST44",AMP-activated protein kinase (AMPK) activation,ST36
26177688,Acupunct Med,2016,rat,Inhibited gastric motility,MA,ST36,Unknown,ST36
26177687,Acupunct Med,2016,rat,Neuropathic pain,EA,"ST36,BL60",Inhibition of spinal glial activation and pro-inflammatory cytokine reduction,ST36
26177689,Acupunct Med,2016,rat,Tendon injury,"MA,EA","ST36,BL57",Increased collagen fiber organization via putative anti-inflammatory/mechanotransductor effects,ST36
26424293,Chin J Integr Med,2016,rat,Stroke,EA,"GV20,ST36",Upregulated miRNA 124 and downregulated integrin β1/laminin in peripheral serum,ST36
26524137,Brain Res Bull,2016,rat,Stroke,EA,"ST36,LI11",Reactive astrocyte proliferation and BDNF secretion,ST36
26573696,Neuromodulation,2016,rat,Hyperactivity of the HPA axis,EA,"ST36,SP6",AVP/AVPR1b signaling and HPA axis regulation,ST36
26647915,Int J Mol Med,2016,rat,Stroke,EA,"LI11,ST36",Inhibition of autophagosome formation and autophagy via mTORC1-ULK1-Beclin1 pathway,ST36
26894437,PLoS One,2016,mouse,Parkinson's disease,EA,"ST36,SP6",Increased dopamine turnover ratio,ST36
26679610,J Appl Physiol (1985),2016,mouse,Muscle atrophy,EA,"GB34,ST36","IGF-1 signaling upregulation, myostatin downregulation, and microRNA modulation",ST36
26682902,Neurochem Int,2016,rat,Vascular dementia,MA,"GV20,ST36",Reversed hippocampal mitochondrial dysfunction and oxidative stress reduction,ST36
26718002,Mol Med Rep,2016,rat,Stroke,EA,"ST36,LI11",miR-9-mediated NF-κB signaling pathway inhibition,ST36
26773866,Neurosci Lett,2016,rat,Depression,EA,"ST36,CV4",HPA axis modulation and enhancement of hippocampal 5-HT/5-HT1AR system,ST36
26810784,Acupunct Med,2016,rat,Osteoarthritis,EA,"ST36,SP9,GB34,SP6",Regulation of MMP-13 and inhibition of MAPKs in cartilage,ST36
26879182,Acupunct Med,2016,rat,Insulin resistance,EA,ST36,"IRS-1 and GLUT4 expression upregulation, reduced free fatty acid (FFA) levels",ST36
27221138,Inflammation,2016,rat,Intestinal ischemia,EA,ST36,"Increased SDF-1, CXCR4, EGF, EGFR mRNA expression; decreased NF-κBp65 and inflammatory factors (TNF-α, IL-6)",ST36
27930657,PLoS One,2016,rat,Gastrointestinal disorders,EA,ST36,Up-regulation of nNOS mRNA expression and partial amelioration of ICCs networks,ST36
27222065,Am J Chin Med,2016,rat,Cognitive impairment,EA,"ST36,SP6",pGSK-3β level modulation in CA1,ST36
27632349,Anesth Analg,2016,rat,Inflammatory pain,EA,"ST36,GB34",Restoration of apelin and APJ mRNA and protein expression,ST36
29949710,J Tradit Chin Med,2016,rat,Diabetes,EA,"EX-B3,ST36",GLP-1R (glucagon-like peptide 1 receptor) and GLUT4 regulation,ST36
28090359,Neural Plast,2016,rat,Pain memory,EA,ST36,Inhibition of the cAMP/PKA/CREB signaling pathway in the anterior cingulate cortex,ST36
28033308,Med Sci Monit Basic Res,2016,rat,Stroke,EA,"ST36,GV20",Up-regulated expressions of BDNF and SCF protein,ST36
27999821,Biomed Res Int,2016,rat,Intestinal dysfunction,EA,"ST35,ST36","Electroacupuncture at ST36 modulates bowel function by altering circadian clock gene **Per2** expression rhythmicity in colonic tissue, shifting peak expression patterns post-stimulation",ST36
27981046,Biomed Res Int,2016,rat,Arthritis,EA,ST36,Unknown,ST36
27978835,BMC Complement Altern Med,2016,rat,Neuropathic pain,EA,"ST36,GB34",Activation of hippocampal MEK1,ST36
27833763,Neural Plast,2016,rat,Neuropathic pain,EA,"ST36,GB34",ERK (extracellular regulated kinase) signaling pathway modulation,ST36
27274754,Evid Based Complement Alternat Med,2016,rat,Muscular atrophy,EA,"GB30,ST36","Upregulation of GlyRS and increased muscle protein synthesis, restoration of muscle ultrastructure",ST36
27775047,Sci Rep,2016,rat,hypertension,EA,"ST36,ST37","Increased enkephalin in rVLM, δ-opioid receptor activation",ST36
27774321,Neural Plast,2016,rat,Neuropathic pain,EA,"ST36,GV20",Inhibition of brain neuronal apoptosis and aberrant astrocyte activation,ST36
27771396,Brain Res Bull,2016,rat,Septic brain injury,EA,"GV20,ST36","Inhibition of microglial activation, attenuation of inflammation, oxidative stress, and apoptosis",ST36
27738449,Evid Based Complement Alternat Med,2016,rat,Type-2 diabetes mellitus,EA,"PC6,ST36,SP6,BL23","Modulation of insulin signaling related molecules (IRS1, IRS2, Akt2, aPKC)",ST36
27672401,Evid Based Complement Alternat Med,2016,rat,bone cancer pain,EA,"ST36,SP6",Reduced CGRP expression,ST36
27664285,Acupunct Med,2016,rat,Anaesthetic cardiotoxicity,"EA,MA","PC6,ST36,ST40",Unknown,ST36
27800006,Evid Based Complement Alternat Med,2016,rat,Neuropathic pain,EA,"ST36,GB34",Unknown,ST36
27370939,Life Sci,2016,rat,Visceral hyperalgesia,EA,"ST36,ST37",Endogenous opioid pathways modulation,ST36
27293468,Evid Based Complement Alternat Med,2016,rat,Gastritis,MA,"ST36,CV12,BL20","Downregulation of NF-κB p65, miR-155, miR-21; upregulation of miR-146a",ST36
27284337,Exp Ther Med,2016,rat,Gastroparesis,EA,"ST36,CV12,BL21",Restoration of gastric interstitial cells of Cajal (ICCs) morphology and number,ST36
27382357,Korean J Physiol Pharmacol,2016,rat,Neuropathic pain,EA,"LI11,ST36,GV3","Spinal cholinergic (M2, M3) and serotonergic (5-HT3) receptor mediation",ST36
27411565,BMC Complement Altern Med,2016,rat,Osteoarthritis,EA,ST36,"Spinal serotonergic (5-HT1, 5-HT3) and muscarinic cholinergic receptor modulation",ST36
27412588,Chin J Integr Med,2016,rat,hypertension,EA,"ST36,GV20",Reduced AT1R mRNA expression,ST36
27443832,Sci Rep,2016,rat,alcoholic liver injury,EA,ST36,Unknown,ST36
27482227,Neural Regen Res,2016,rat,Intragastric pressure damage,EA,ST36,Upper cervical cord modulation of afferent inputs to paraventricular nucleus,ST36
27297942,Med Sci Monit,2016,rat,Dyspepsia,EA,ST36,"Alleviated ICC damage, reduced connexin 43 (Cx43) levels",ST36
27555225,J Acupunct Meridian Stud,2016,rat,Incision pain,EA,"ST36,SP6",Opioidergic and nonopioidergic analgesic pathways (frequency-dependent),ST36
27573715,Pharmacol Rep,2016,rat,Heat,EA,ST36,CB1 cannabinoid receptor activation,ST36
27582785,Chin Med,2016,rat,hypertension,"EA,MA","ST36,LR3","Reduced oxidative stress, increased nitric oxide bioavailability, improved endothelial function",ST36
27588082,Exp Ther Med,2016,rat,Addiction,EA,"ST36,SP6",κ-opioid receptor activation in nucleus accumbens,ST36
27594888,Evid Based Complement Alternat Med,2016,rat,Gastroenteric disorders,EA,ST36,"ICC damage repair, immune system regulation",ST36
27377302,Spinal Cord,2016,rat,Neurogenic bowel dysfunction,EA,ST36,Downregulation of colonic nNOS expression,ST36
25879002,Adv Biomed Res,2015,mouse,Cutaneous leishmaniasis,MA,"ST36,SP6,LI11",Unknown,ST36
25979865,Acupunct Med,2015,rat,Rheumatoid arthritis,EA,"GB39,ST36",VIP signalling activation and re-establishment of Th17/Treg cell balance,ST36
25821498,Evid Based Complement Alternat Med,2015,rat,Pain-depression dyad,EA,"ST36,SP6",Unknown,ST36
25913051,Neuromodulation,2015,rat,Chemotherapy-Induced Delayed Emesis,EA,"PC6,ST36",Unknown,ST36
25883622,Neural Regen Res,2015,rat,Spinal cord injury,EA,"ST36,ST44",Unknown,ST36
25886521,Behav Brain Funct,2015,rat,Pain memory,EA,ST36,"p-CREB expression downregulation in ACC, astrocytes, and microglia",ST36
25744405,Life Sci,2015,rat,Post-operative pain,EA,ST36,Spinal p38 activity modulation,ST36
25928206,BMC Complement Altern Med,2015,rat,Vascular dementia,MA,ST36,Unknown,ST36
25963634,BMC Complement Altern Med,2015,rat,Obesity,EA,"ST25,ST36",Hypothalamic LKB1-AMPK-ACC signaling activation,ST36
25968478,Neurochem Res,2015,mouse,Irritable bowel syndrome (IBS),EA,"LI11,ST25,BL25,BL35,ST36,ST37","C-fos expression downregulation, brain-gut axis modulation",ST36
25784951,Evid Based Complement Alternat Med,2015,mouse,Arthritis,EA,"ST36,SP6",Adenosine A2A receptor (A2AR) activation,ST36
24002710,Chin J Integr Med,2015,rat,Stroke,EA,"GV20,GV4,ST36","Energy metabolism enhancement (SDH, LDH, Na+-K+-ATPase modulation)",ST36
25741581,J Periodontol,2015,rat,Periodontitis,EA,"LI4,LI11,ST36,ST44","Immuno-inflammatory response modulation (RANKL, TRAP, IL-1β, MMP-8, IL-6)",ST36
25667665,Exp Ther Med,2015,rat,Neuropathic pain,EA,"GB30,ST36",BDNF expression upregulation,ST36
25663766,World J Gastroenterol,2015,rat,Gut barrier dysfunction,EA,ST36,"Enteric glial cell activation, cholinergic anti-inflammatory mechanism",ST36
25640847,Am J Chin Med,2015,mouse,Neuropathic pain,EA,ST36,"Spinal opioidergic and adrenergic mechanisms, NMDA receptor NR2B suppression",ST36
25619463,J Surg Res,2015,rat,Abdominal adhesion,EA,ST36,Cholinergic anti-inflammatory mechanism activation,ST36
24802234,Chin J Integr Med,2015,rat,Embryo implantation dysfunction,MA,"ST36,SP6","Progesterone (P4) and Prolactin (PRL) and their receptor (PR, PRLR) expression upregulation",ST36
25491914,Obes Surg,2015,rat,Obesity,EA,ST36,"Autonomic pathway modulation, GI motility and hormone regulation",ST36
25481359,Physiol Behav,2015,rat,Vascular dementia,MA,ST36,cAMP/PKA/CREB signaling pathway modulation,ST36
25465241,Mol Neurobiol,2015,rat,Spinal cord injury,EA,"ST36,K13",Oligodendrocyte proliferation and anti-apoptotic effects,ST36
25406884,Burns,2015,rat,Burn injury,EA,ST36,Cholinergic nerve-dependent mechanism activation,ST36
25342636,J Vet Med Sci,2015,rat,Type-2 diabetes,EA,"GV20,ST36",BDNF level increase and neurogenesis amelioration,ST36
25338957,Mol Med Rep,2015,rat,Trauma-induced immunosuppression,EA,"ST36,EX-LE7",TNF-α/NF-κB signaling pathway modulation,ST36
25228359,J Am Soc Nephrol,2015,mouse,Muscle atrophy,EA,"GB34,ST36",IGF-1 signaling pathway upregulation and M2 macrophage activation,ST36
25138672,Acupunct Med,2015,rat,Tendon injury,EA,"ST36,BL57",Collagen fibril ultrastructure and reorganisation improvement,ST36
25972459,Am J Physiol Regul Integr Comp Physiol,2015,rat,Gastrointestinal (GI) symptoms,EA,ST36,GDNF and PI3K/Akt signal pathway activation,ST36
26064176,Evid Based Complement Alternat Med,2015,rat,Inflammatory pain,EA,"ST36,BL60",Spinal GRK2 modulation,ST36
26025382,Acupunct Med,2015,rat,Diabetes mellitus,EA,ST36,Cell adhesion molecules upregulation and intracellular signalling,ST36
26329606,Int J Mol Med,2015,rat,Stroke,EA,"LI11,ST36",Wnt/β-catenin signaling pathway upregulation and NPC proliferation,ST36
26889195,Neural Regen Res,2015,rat,Spinal cord injury,EA,"ST36,GB39,ST32,SP6","Increased AChE activity, GDNF mRNA upregulation",ST36
26881000,Evid Based Complement Alternat Med,2015,rat,Myocardial ischemia,EA,"PC5,PC6,ST36,ST37,BL14,BL15",Increased HSP20 and HSP27 expression,ST36
26714835,BMC Complement Altern Med,2015,mouse,Obesity,EA,ST36,HIF-1α pathway modulation and adipose tissue inflammation reduction,ST36
26692861,Neural Regen Res,2015,rat,Spinal cord injury,EA,"GV14,GV4,SP6,GB30,ST36,BL60",Inhibition of RhoA/Nogo-A expression and reduced apoptosis,ST36
26656460,Sci Rep,2015,rat,Stroke,MA,"ST36, GV20",Inhibition of NADPH oxidase-mediated reactive oxygen species production,ST36
26633985,Evid Based Complement Alternat Med,2015,rat,Stroke,EA,"LU5,LI4,ST36,SP6",ERK signaling pathway upregulation and reduced apoptosis,ST36
26546524,In Vivo,2015,rat,Blood stasis,EA,ST36,Regulation of eNOS function and NO production,ST36
26546103,Free Radic Biol Med,2015,rat,Vascular dementia,MA,"GV20, ST36",Nrf2-mediated antioxidant response and microglia activation inhibition,ST36
26524181,PLoS One,2015,rabbit,Acute kidney injury,EA,"ST36,PC6",Induction of HO-1 through the PI3K/Akt/Nrf2 pathways,ST36
26448777,Evid Based Complement Alternat Med,2015,rat,burn,EA,ST36,Activation of the cholinergic pathway (vagus nerve),ST36
26419631,BMC Complement Altern Med,2015,rat,Irritable bowel syndrome (IBS),EA,"ST25,ST36,LR3","Modulation of 5-HT, CGRP, and NPY in the brain-gut axis",ST36
26346309,Evid Based Complement Alternat Med,2015,rat,sepsis,EA,ST36,Improved intestinal mucosal immune barrier function,ST36
26032957,Auton Neurosci,2015,rat,Heart failure,EA,ST36,Increased mean arterial pressure and baroreflex sensitivity,ST36
26257816,Evid Based Complement Alternat Med,2015,rat,Visceral nociception,MA,ST36,Regulation of spinal dorsal horn neuron activity,ST36
26188895,Burns,2015,rat,Lung injury,EA,ST36,Vagal nerve activity via α7nAChR subunit and inflammatory response limitation,ST36
26067287,PLoS One,2015,mouse,Inflammatory pain,EA,"ST36,GB34",Inhibition of spinal IL-33/ST2 signaling and downstream ERK/JNK pathways,ST36
26118717,Free Radic Res,2015,mouse,Parkinson's disease,EA,"ST36,SP6",Nrf2-ARE signaling activation and reduction of oxidative stress/neuroinflammation,ST36
26124196,Acupunct Med,2015,rat,Fatigue,EA,"GV20,ST36",Reduction of fatigue markers and neurotransmitter ratio modulation,ST36
26161124,Evid Based Complement Alternat Med,2015,rat,Neuropathic pain,EA,"ST36,GB34","Upregulation of NT-3, downregulation of IL-1β, and inhibition of spinal glial activity",ST36
26170882,Evid Based Complement Alternat Med,2015,rat,Gastric mucosal lesion (GML),EA,"ST2,ST21,ST36,GB14,GB24,GB34",Regulation of metabolic pathways in biofluids,ST36
26161123,Evid Based Complement Alternat Med,2015,rat,Neuropathic pain,EA,"ST36,GB34",Reversal of hippocampal ERK and p38MAPK signaling suppression,ST36
26230945,PLoS One,2015,mouse,Myopathy,EA,"GB34,ST36",IGF-1 signaling upregulation and enhanced muscle regeneration,ST36
26043006,PLoS One,2015,mouse,Fibromyalgia,EA,ST36,"TRPV1, TRPV4, and pERK modulation",ST36
26196540,Endocrinology,2015,rat,Chronic stress,EA,ST36,HPA axis regulation,ST36
24158835,J Physiol Sci,2014,rat,Neuropathic pain,EA,ST36,Endogenous opioid system activation (β-endorphin release),ST36
24685050,BMC Complement Altern Med,2014,rat,CVD,EA,"GV20,ST36",AT1R-ET-1-ETAR and NOS/NO pathway modulation,ST36
25009574,Evid Based Complement Alternat Med,2014,rat,Stroke,EA,"GV20,ST36","Upregulation of tight junction proteins (claudin-5, occludin, ZO-1)",ST36
24923763,Neurosci Lett,2014,rat,Addiction,EA,ST36,Unknown,ST36
24908398,BMC Complement Altern Med,2014,rat,Bowel obstruction,EA,ST36,"c-Kit signaling pathway, reduction of pro-inflammatory mediators, ICC plasticity modulation",ST36
24886495,BMC Complement Altern Med,2014,rat,Alzheimer's disease,MA,ST36,Increased cerebral blood perfusion and glycol metabolism,ST36
24876883,Evid Based Complement Alternat Med,2014,rat,Acute pancreatitis,EA,"ST25,ST36","VIP inhibition, CCK expression promotion, pro/anti-inflammatory mediator regulation, improved gastrointestinal motility",ST36
24828425,PLoS One,2014,rat,Stroke,"EA,MA","GV20,ST36","MMP2, AQP4, AQP9 expression modulation and inflammatory cell infiltration reduction",ST36
24772181,Evid Based Complement Alternat Med,2014,rat,Chronic muscle pain,"EA,MA","ST36,SP6",Unknown,ST36
24770863,Exp Brain Res,2014,rat,Neuropathic pain,EA,"ST36,SP6",Activation of inhibitory pathways in the spinal cord,ST36
24708627,BMC Complement Altern Med,2014,rat,Stroke,EA,ST36,Upregulation of Angiopoietin-1 and -2,ST36
24610411,Chin J Integr Med,2014,rat,Stroke,EA,"GV20,ST36",HSP70 and TNF-α expression modulation,ST36
24638971,Int J Mol Med,2014,rat,Stroke,EA,"ST36, LI11","ERK1/2 signaling pathway activation, cell cycle protein modulation",ST36
24361538,Neurochem Int,2014,rat,dementia,MA,"CV17,CV12,CV6,ST36,SP10","Increased cerebral blood flow, amelioration of mitochondrial dysfunction and oxidative stress",ST36
23893236,Chin J Integr Med,2014,rat,Pancreatitis,EA,ST36,Activating the cholinergic anti-inflammatory pathway,ST36
24605047,ScientificWorldJournal,2014,rat,Neuropathic pain,EA,"ST36,ST37","Cerebral TRPV4 expression reduction, spinal segmental and gate effects",ST36
25024728,Evid Based Complement Alternat Med,2014,rat,Diabetes mellitus,EA,"CV12,ST36","Insulin sensitivity improvement, serotonin, cholinergic nerve activity, NOS activity modulation",ST36
24562381,Nat Med,2014,mouse,sepsis,EA,ST36,Vagus nerve activation leading to dopamine production in adrenal medulla,ST36
24513342,J Acupunct Meridian Stud,2014,rat,Type-2 diabetes,EA,"CV12,CV4,ST36",Blood glucose modulation,ST36
24496685,J Huazhong Univ Sci Technolog Med Sci,2014,rat,Infertility,MA,"ST36,SP6",Upregulation of CXCR1 and CXCR2 expression at maternal-fetal interface,ST36
24004240,Int J Neurosci,2014,rat,Stroke,EA,"ST36,LI11","Notch signaling pathway activation, neurotrophic factor secretion (BDNF, GDNF)",ST36
24157854,Neurosci Lett,2014,rat,Stroke,EA,"ST36,LI11","PI3K/Akt signaling pathway activation, anti-apoptotic effects",ST36
24418195,J Dermatol Sci,2014,rat,Pruritus,EA,"BL13,LI11,ST36,SP10,SP6",Dynorphin release,ST36
25010483,Brain Res Bull,2014,rat,Inflammatory pain,EA,"ST36,BL60","JNK1/2 signaling pathway inhibition, COX-2 expression reduction",ST36
24422783,BMC Complement Altern Med,2014,rat,Pain,MA,"ST36,LR2",Unknown,ST36
25041872,J Neurosci Res,2014,rat,Neuropathic pain,EA,"ST36,GB34",P2X3 receptor inhibition on primary afferent transmission,ST36
25221593,Neural Regen Res,2014,rat,Brachial plexus injury,EA,"LI11,LI4,ST36,GB34",β-endorphin expression upregulation,ST36
25530786,Evid Based Complement Alternat Med,2014,rat,Postoperative pain,EA,ST36,"Opioid receptor activation, p-ERK and Fos inhibition",ST36
25525449,Evid Based Complement Alternat Med,2014,rat,Visceral hyperalgesia,EA,"ST36,ST37",Viscerosomatic convergence-facilitation effect of WDR and SRD neurons,ST36
25517491,Acta Cir Bras,2014,mouse,Inflammatory bowel disease,EA,ST36,IL-10 activation and iNOS inhibition,ST36
25514854,BMC Complement Altern Med,2014,mouse,Obesity,EA,"ST36,ST44",White adipose tissue browning via UCP1 induction,ST36
25446007,Brain Res,2014,rat,Postoperative cognitive dysfunction,EA,"GV20,ST36","Autonomic nervous system balance, anti-inflammation, anti-apoptosis, anti-oxidative stress",ST36
25441946,J Acupunct Meridian Stud,2014,rat,Addiction,MA,ST36,Hypothalamic-pituitary-adrenal (HPA) axis modulation via CRF,ST36
25435635,Afr J Tradit Complement Altern Med,2014,rat,Inflammation,EA,ST36,Cholinergic anti-inflammatory pathway activation,ST36
25292341,J Integr Med,2014,rat,Chronic obstructive pulmonary disease (COPD),EA,"BL13,ST36","Orexin A and receptor downregulation, anti-inflammatory effects",ST36
25045697,Biomed Res Int,2014,rat,Epilepsy,EA,"ST36,ST37",Amelioration of hippocampal mossy fiber sprouting,ST36
25091495,BMC Complement Altern Med,2014,rat,Inflammatory pain,EA,"ST36,BL60",ERK1/2-COX-2 and ERK1/2-CREB-NK-1 pathway inhibition,ST36
25147437,Mediators Inflamm,2014,rat,Epilepsy,EA,"ST36,ST37","TRPA1, PKCα, PKCε, and pERK1/2 signaling pathways modulation",ST36
25204607,Auton Neurosci,2014,rat,Visceral pain,EA,"ST36,PC6",NTS neuron modulation through polysynaptic cross-talk,ST36
25202333,Evid Based Complement Alternat Med,2014,rat,Obesity,EA,ST36,Macrophage recruitment reduction and lipogenesis signaling attenuation,ST36
25057275,Evid Based Complement Alternat Med,2014,rat,Inflammation,EA,ST36,Vagus nerve and catecholamine-dependent mechanisms (TNF reduction),ST36
25197314,Evid Based Complement Alternat Med,2014,rat,Inflammation,EA,ST36,Cholinergic anti-inflammatory pathway activation,ST36
25193930,Acupunct Med,2014,rat,Osteoporosis,EA,"SP6,ST36","Cathepsin K expression regulation and E2, CTX-I levels modulation",ST36
25158599,BMC Complement Altern Med,2014,rat,Neuropathic pain,EA,"ST36,GV34",Immune modulation via NK cells and cytokine levels,ST36
23606876,Evid Based Complement Alternat Med,2013,rat,Pain,EA,ST36,"Involvement of opioid receptors (μ-, δ-) and serotonergic system (5-HT1A, 5-HT3 receptors)",ST36
23499955,Neurosci Lett,2013,mouse,Alzheimer's disease,MA,"CV17, CV12, CV6, SP10, ST36","Increasing TPI activity, correcting abnormal glycolysis metabolism",ST36
23517865,Mol Pain,2013,rat,Inflammatory pain,EA,"ST36, BL60",Inhibiting activation of spinal p38 MAPK/ATF-2/VR-1 pathway,ST36
23573123,Evid Based Complement Alternat Med,2013,mouse,Inflammatory pain,EA,ST36,Decreasing expression of Nav1.7 and Nav1.8 sodium channels in DRG neurons,ST36
23001708,J Alzheimers Dis,2013,rat,Alzheimer's disease,EA,ST36,Counteracting tau hyperphosphorylation and increasing NGF and choline acetyltransferase (modulating brain cholinergic system),ST36
23609498,Neurochem Res,2013,rat,Neuropathic pain,EA,"ST36, GB34",Regulation of hypothalamic glucose metabolism and expression of multiple proteins,ST36
23662137,Evid Based Complement Alternat Med,2013,rat,Cognitive impairment,EA,"GV20, ST36","Attenuation of cerebral blood flow (CBF) and AT1R, ETAR, ET-1 pathway",ST36
23494326,Chin J Integr Med,2013,rat,Neuropathic pain,EA,"ST36, GB34",Decreasing the response of P2X3 receptors to agonists in the DRG,ST36
23674112,Chin J Integr Med,2013,rat,Stroke,EA,ST36,Accelerated angiogenesis by up-regulating HIF-1α protein,ST36
23710210,Evid Based Complement Alternat Med,2013,rat,Postoperative pain,EA,"ST36, SP6",Regulation of brain rhythmical frequency oscillations (EEG power and cross-frequency couplings),ST36
23710226,Evid Based Complement Alternat Med,2013,rat,Diabetic polyneuropathy,EA,ST36,"Modulating NGF signaling, decreasing NGF/NGF receptors, normalizing JNK/p38 kinases, decreasing TRPV1, activating Nf-κB",ST36
23737982,PLoS One,2013,mouse,Parkinson's disease,EA,"ST36, SP6","Neuroprotective and regulatory effects on motor circuits in the brain, increased striatal dopamine content, decreased dopamine turnover",ST36
23662144,Evid Based Complement Alternat Med,2013,rat,Gut ischemia,EA,ST36,Activation of the cholinergic anti-inflammatory-dependent mechanism (via vagus nerve and α7nAChR),ST36
23386059,J Endocrinol,2013,rat,Chronic stress,EA,ST36,Blocking chronic stress-induced elevations in HPA axis and sympathetic NPY pathway,ST36
23431347,Evid Based Complement Alternat Med,2013,rat,Hemorrhagic shock,EA,ST36,Maintaining intestinal barrier function and improving intestinal microcirculation,ST36
23036843,Behav Brain Res,2013,rat,Parkinson's disease,EA,"SP6,GB34,ST36","Enhanced striatal DAT and D1 receptor expression, decreased D2 receptor level",ST36
23382807,PLoS One,2013,rat,Multiple sclerosis,EA,ST36,β-endorphin production that balances Th1/Th2 and Th17/Treg responses,ST36
23274705,Neurosci Lett,2013,rat,Addiction,EA,"ST36,SP6",Attenuation of FosB expression in the nucleus accumbens core,ST36
23230847,CNS Neurosci Ther,2013,rat,Painful diabetic neuropathy,EA,ST36,Inhibition of NF-κB signaling pathway and CBS expression,ST36
23223107,Anesth Analg,2013,rat,Neuropathy,EA,"ST36,GB34",Reducing P2X3 receptor expression via the ERK1/2 signaling pathway,ST36
23743164,J Integr Med,2013,rat,Chronic obstructive pulmonary disease,EA,ST36,"Down-regulation of inflammatory cytokines (TNF-α, IL-1β) and MDA (antioxidant effect)",ST36
23129018,Int J Mol Med,2013,rat,ischemic stroke,EA,"LI11,ST36",Modulation of retinoic acid signaling pathway,ST36
23116614,Peptides,2013,rat,Obesity,EA,ST36,Up-regulation of POMC production in NTS/HN and TRPV1-nNOS expression through afferents-medulla pathway,ST36
23103957,Acupunct Med,2013,mouse,Alopecia areata,EA,ST36,No Abstract,ST36
22391677,Neurol Sci,2013,rat,Vascular dementia,MA,"CV17,CV12,CV6,ST36,SP10","Increased hippocampal Ref-1 expression, exerting anti-oxidant effects",ST36
22961089,Rheumatol Int,2013,rat,Osteoarthritic pain,EA,ST36,Mediation by μ-opioid and δ-opioid receptors,ST36
22441959,Rheumatol Int,2013,rat,Rheumatoid arthritis,EA,ST36,Mediation by alpha2- and beta-adrenoceptors,ST36
